last,first,pos,num,won,lost,dz_won,nz_won,oz_won,p1_won,p2_won,p3_won,ot_won,5v5_won,ev_won,sh_won,pp_won,dz_lost,nz_lost,oz_lost,p1_lost,p2_lost,p3_lost,ot_lost,5v5_lost,ev_lost,sh_lost,pp_lost
VAN RIEMSDYK,JAMES,L,21,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RYCHEL,KERBY,L,21,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
ERIKSSON,LOUI,L,21,12.0,9.0,5.0,3.0,4.0,6.0,2.0,2.0,2.0,8.0,8.0,4.0,0.0,3.0,2.0,4.0,1.0,3.0,3.0,2.0,6.0,7.0,1.0,1.0
RAYMOND,MASON,L,21,3.0,4.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,4.0,4.0,0.0,0.0
LAUGHTON,SCOTT,L,21,170.0,218.0,54.0,56.0,60.0,59.0,55.0,56.0,0.0,166.0,167.0,2.0,1.0,71.0,77.0,70.0,69.0,80.0,69.0,0.0,208.0,214.0,4.0,0.0
SMITH,BEN,R,21,5.0,12.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,5.0,5.0,0.0,0.0,3.0,6.0,3.0,8.0,4.0,0.0,0.0,12.0,12.0,0.0,0.0
SMITH-PELLY,DEVANTE,R,21,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0
OKPOSO,KYLE,R,21,23.0,40.0,4.0,1.0,18.0,3.0,6.0,12.0,2.0,18.0,21.0,0.0,2.0,7.0,1.0,32.0,4.0,16.0,19.0,1.0,35.0,37.0,0.0,3.0
SCEVIOUR,COLTON,C,22,9.0,15.0,2.0,5.0,2.0,3.0,3.0,3.0,0.0,7.0,8.0,0.0,1.0,3.0,5.0,7.0,3.0,6.0,6.0,0.0,13.0,13.0,1.0,1.0
SHORE,DREW,C,22,4.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,3.0,3.0,1.0,0.0,3.0,2.0,1.0,1.0,2.0,3.0,0.0,3.0,3.0,2.0,1.0
KRUGER,MARCUS,C,22,38.0,44.0,22.0,10.0,6.0,14.0,14.0,10.0,0.0,31.0,31.0,7.0,0.0,26.0,15.0,3.0,16.0,14.0,12.0,2.0,28.0,30.0,14.0,0.0
VARONE,PHIL,C,22,4.0,5.0,0.0,1.0,3.0,2.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,3.0,2.0,0.0,0.0,4.0,1.0,0.0,5.0,5.0,0.0,0.0
HORCOFF,SHAWN,C,22,320.0,306.0,124.0,122.0,74.0,93.0,119.0,107.0,1.0,270.0,277.0,33.0,10.0,120.0,104.0,82.0,100.0,109.0,96.0,1.0,254.0,265.0,36.0,5.0
LEWIS,TREVOR,C,22,103.0,154.0,23.0,51.0,29.0,34.0,29.0,40.0,0.0,72.0,82.0,11.0,10.0,48.0,41.0,65.0,51.0,47.0,55.0,1.0,107.0,117.0,31.0,6.0
BOYLE,DAN,D,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHATTENKIRK,KEVIN,D,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHENN,LUKE,D,22,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
REDMOND,ZACH,D,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUNNINGHAM,CRAIG,L,22,2.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
SEDIN,DANIEL,L,22,5.0,14.0,0.0,3.0,2.0,2.0,2.0,1.0,0.0,3.0,3.0,1.0,1.0,2.0,4.0,8.0,0.0,7.0,6.0,1.0,9.0,11.0,0.0,3.0
LARSSON,JOHAN,L,22,388.0,371.0,154.0,163.0,71.0,130.0,137.0,115.0,6.0,346.0,360.0,10.0,18.0,154.0,133.0,84.0,108.0,127.0,131.0,5.0,329.0,343.0,14.0,14.0
SCOTT,JOHN,L,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOUILLIERAT,KAEL,L,22,5.0,6.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,5.0,5.0,0.0,0.0,1.0,3.0,2.0,3.0,3.0,0.0,0.0,6.0,6.0,0.0,0.0
THORNTON,SHAWN,L,22,6.0,7.0,1.0,1.0,4.0,2.0,3.0,1.0,0.0,6.0,6.0,0.0,0.0,0.0,3.0,4.0,4.0,3.0,0.0,0.0,7.0,7.0,0.0,0.0
MILANO,SONNY,L,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRACKNELL,ADAM,R,22,4.0,9.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,7.0,2.0,2.0,5.0,0.0,8.0,9.0,0.0,0.0
THORBURN,CHRIS,R,22,68.0,54.0,6.0,14.0,48.0,21.0,26.0,21.0,0.0,64.0,64.0,2.0,2.0,10.0,12.0,32.0,12.0,18.0,24.0,0.0,48.0,49.0,3.0,2.0
WEISE,DALE,R,22,15.0,15.0,1.0,3.0,11.0,3.0,8.0,4.0,0.0,14.0,14.0,1.0,0.0,2.0,1.0,12.0,6.0,6.0,3.0,0.0,13.0,13.0,0.0,2.0
CONDRA,ERIK,R,22,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
TOOTOO,JORDIN,R,22,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0
NIEDERREITER,NINO,R,22,11.0,16.0,0.0,2.0,9.0,3.0,6.0,2.0,0.0,3.0,3.0,0.0,8.0,2.0,0.0,14.0,4.0,9.0,3.0,0.0,6.0,6.0,0.0,10.0
LAICH,BROOKS,C,23,60.0,74.0,22.0,19.0,19.0,19.0,17.0,24.0,0.0,44.0,45.0,8.0,7.0,32.0,23.0,19.0,24.0,27.0,23.0,0.0,52.0,58.0,12.0,4.0
KELLY,CHRIS,C,23,22.0,30.0,10.0,8.0,4.0,9.0,6.0,7.0,0.0,15.0,15.0,7.0,0.0,12.0,12.0,6.0,5.0,13.0,12.0,0.0,17.0,18.0,11.0,1.0
MEGNA,JAYSON,C,23,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HENDRICKS,MATT,C,23,251.0,202.0,109.0,85.0,57.0,70.0,90.0,90.0,1.0,195.0,197.0,48.0,6.0,102.0,55.0,45.0,57.0,73.0,72.0,0.0,132.0,137.0,61.0,4.0
GRIMALDI,ROCCO,C,23,47.0,61.0,13.0,21.0,13.0,17.0,16.0,14.0,0.0,45.0,47.0,0.0,0.0,17.0,17.0,27.0,17.0,24.0,19.0,1.0,58.0,59.0,0.0,2.0
REINHART,SAM,C,23,36.0,72.0,10.0,14.0,12.0,10.0,14.0,12.0,0.0,29.0,30.0,1.0,5.0,22.0,24.0,26.0,16.0,30.0,26.0,0.0,69.0,70.0,0.0,2.0
GOMEZ,SCOTT,C,23,55.0,63.0,20.0,18.0,17.0,19.0,22.0,14.0,0.0,54.0,55.0,0.0,0.0,14.0,25.0,24.0,30.0,21.0,12.0,0.0,60.0,60.0,0.0,3.0
WILSON,SCOTT,C,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MONAHAN,SEAN,C,23,887.0,852.0,245.0,271.0,371.0,283.0,295.0,297.0,12.0,644.0,688.0,37.0,162.0,234.0,235.0,383.0,272.0,275.0,287.0,18.0,581.0,641.0,56.0,155.0
MATTHIAS,SHAWN,C,23,5.0,11.0,0.0,0.0,5.0,0.0,3.0,2.0,0.0,4.0,4.0,0.0,1.0,1.0,3.0,7.0,4.0,4.0,3.0,0.0,7.0,7.0,2.0,2.0
SILL,ZACH,C,23,33.0,44.0,10.0,18.0,5.0,13.0,11.0,9.0,0.0,29.0,29.0,3.0,1.0,18.0,9.0,17.0,13.0,16.0,15.0,0.0,40.0,41.0,3.0,0.0
EDLER,ALEXANDER,D,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MANNING,BRANDON,D,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
LINDELL,ESA,D,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLOFSSON,GUSTAV,D,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EKMAN-LARSSON,OLIVER,D,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGINN,BROCK,L,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
BROWN,DUSTIN,L,23,8.0,9.0,2.0,3.0,3.0,1.0,4.0,3.0,0.0,4.0,4.0,1.0,3.0,1.0,1.0,7.0,6.0,1.0,2.0,0.0,3.0,3.0,1.0,5.0
FARNHAM,BOBBY,R,23,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0
CLARKSON,DAVID,R,23,2.0,10.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,8.0,4.0,5.0,1.0,0.0,7.0,7.0,0.0,3.0
JASKIN,DMITRIJ,R,23,8.0,20.0,2.0,4.0,2.0,1.0,5.0,2.0,0.0,8.0,8.0,0.0,0.0,2.0,11.0,7.0,8.0,10.0,2.0,0.0,20.0,20.0,0.0,0.0
BROWN,J.T.,R,23,23.0,27.0,4.0,7.0,12.0,5.0,11.0,7.0,0.0,14.0,17.0,5.0,1.0,9.0,5.0,13.0,5.0,11.0,11.0,0.0,19.0,23.0,4.0,0.0
MALONE,BRAD,C,24,40.0,22.0,16.0,11.0,13.0,15.0,13.0,12.0,0.0,32.0,32.0,8.0,0.0,8.0,7.0,7.0,7.0,11.0,4.0,0.0,11.0,11.0,8.0,3.0
CHIPCHURA,KYLE,C,24,88.0,80.0,30.0,36.0,22.0,31.0,31.0,26.0,0.0,74.0,77.0,7.0,4.0,26.0,21.0,33.0,23.0,35.0,22.0,0.0,64.0,67.0,8.0,5.0
LINDBERG,OSCAR,C,24,134.0,143.0,31.0,38.0,65.0,42.0,52.0,40.0,0.0,117.0,120.0,0.0,14.0,19.0,58.0,66.0,42.0,47.0,53.0,1.0,126.0,131.0,1.0,11.0
HOLLAND,PETER,C,24,216.0,249.0,69.0,77.0,70.0,66.0,76.0,74.0,0.0,182.0,189.0,8.0,19.0,89.0,77.0,83.0,84.0,71.0,92.0,2.0,214.0,224.0,10.0,15.0
HUNT,BRAD,D,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TINORDI,JARRED,D,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BENN,JORDIE,D,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUMBA,MATT,D,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DESPRES,SIMON,D,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYSTROM,ERIC,L,24,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
DANAULT,PHILLIP,L,24,247.0,272.0,115.0,81.0,51.0,74.0,80.0,93.0,0.0,226.0,231.0,10.0,6.0,132.0,82.0,58.0,82.0,95.0,95.0,0.0,250.0,255.0,14.0,3.0
CRACKNELL,ADAM,R,24,152.0,230.0,48.0,58.0,46.0,61.0,43.0,48.0,0.0,141.0,142.0,7.0,3.0,87.0,82.0,61.0,91.0,76.0,63.0,0.0,204.0,208.0,18.0,4.0
FARNHAM,BOBBY,R,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUDLER,JIRI,R,24,11.0,15.0,1.0,0.0,10.0,6.0,4.0,1.0,0.0,5.0,5.0,0.0,6.0,1.0,3.0,11.0,5.0,5.0,5.0,0.0,14.0,14.0,0.0,1.0
READ,MATT,R,24,24.0,26.0,3.0,7.0,14.0,6.0,5.0,13.0,0.0,22.0,23.0,1.0,0.0,4.0,8.0,14.0,10.0,6.0,10.0,0.0,23.0,24.0,2.0,0.0
CALLAHAN,RYAN,R,24,21.0,15.0,6.0,0.0,15.0,6.0,9.0,6.0,0.0,8.0,9.0,5.0,7.0,3.0,3.0,9.0,4.0,8.0,2.0,1.0,5.0,6.0,4.0,5.0
HAMILTON,FREDDIE,C,25,12.0,9.0,2.0,8.0,2.0,3.0,6.0,3.0,0.0,12.0,12.0,0.0,0.0,3.0,3.0,3.0,4.0,2.0,3.0,0.0,8.0,8.0,1.0,0.0
TALBOT,MAX,C,25,164.0,181.0,60.0,60.0,44.0,63.0,44.0,57.0,0.0,139.0,141.0,19.0,4.0,87.0,62.0,32.0,57.0,71.0,52.0,1.0,142.0,144.0,34.0,3.0
SANTORELLI,MIKE,C,25,75.0,83.0,15.0,24.0,36.0,34.0,29.0,11.0,1.0,70.0,71.0,0.0,4.0,19.0,38.0,26.0,25.0,36.0,22.0,0.0,80.0,80.0,0.0,3.0
GRIGORENKO,MIKHAIL,C,25,151.0,198.0,46.0,62.0,43.0,48.0,57.0,46.0,0.0,134.0,137.0,10.0,4.0,68.0,83.0,47.0,83.0,53.0,62.0,0.0,175.0,177.0,17.0,4.0
WHITE,RYAN,C,25,184.0,167.0,55.0,70.0,59.0,68.0,56.0,60.0,0.0,148.0,154.0,18.0,12.0,64.0,51.0,52.0,49.0,58.0,60.0,0.0,135.0,137.0,24.0,6.0
MATTEAU,STEFAN,C,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARLSSON,WILLIAM,C,25,416.0,495.0,175.0,151.0,90.0,151.0,127.0,136.0,2.0,342.0,352.0,62.0,2.0,208.0,161.0,126.0,153.0,180.0,155.0,7.0,383.0,401.0,80.0,14.0
COLAIACOVO,CARLO,D,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUTLER,CHRIS,D,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NURSE,DARNELL,D,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRODIN,JONAS,D,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARLE,MATTHEW,D,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GREEN,MIKE,D,25,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0
SAMUELSSON,PHILIP,D,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARKSTROM,JACOB,G,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TERRY,CHRIS,L,25,1.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,3.0,4.0,3.0,1.0,0.0,7.0,7.0,0.0,1.0
DE LA ROSE,JACOB,L,25,67.0,63.0,25.0,28.0,14.0,25.0,20.0,22.0,0.0,61.0,63.0,3.0,1.0,31.0,21.0,11.0,25.0,17.0,21.0,0.0,56.0,58.0,5.0,0.0
CHIMERA,JASON,L,25,8.0,20.0,3.0,3.0,2.0,3.0,3.0,2.0,0.0,2.0,3.0,4.0,1.0,4.0,8.0,8.0,7.0,6.0,7.0,0.0,7.0,8.0,10.0,2.0
CLUNE,RICH,L,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STALBERG,VIKTOR,L,25,2.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,3.0,0.0,3.0,3.0,1.0,0.0
RITCHIE,BRETT,R,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEIL,CHRIS,R,25,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
WEISE,DALE,R,25,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,0.0,2.0,3.0,1.0,0.0
SMITH-PELLY,DEVANTE,R,25,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
WINNIK,DANIEL,C,26,8.0,12.0,2.0,2.0,4.0,1.0,4.0,3.0,0.0,6.0,6.0,2.0,0.0,4.0,4.0,4.0,5.0,5.0,2.0,0.0,6.0,7.0,5.0,0.0
STOLL,JARRET,C,26,158.0,115.0,103.0,43.0,12.0,46.0,46.0,66.0,0.0,113.0,123.0,35.0,0.0,75.0,30.0,10.0,29.0,43.0,43.0,0.0,78.0,86.0,28.0,1.0
STASTNY,PAUL,C,26,684.0,536.0,234.0,187.0,263.0,228.0,211.0,233.0,12.0,520.0,565.0,54.0,65.0,196.0,154.0,186.0,154.0,174.0,200.0,8.0,402.0,436.0,55.0,45.0
PETRY,JEFF,D,26,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LILES,JOHN-MICHAEL,D,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STONE,MICHAEL,D,26,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
WOTHERSPOON,TYLER,D,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAGELIN,CARL,L,26,3.0,4.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,4.0,4.0,0.0,0.0
MOULSON,MATT,L,26,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,2.0,2.0,0.0,5.0,5.0,0.0,0.0
PUEMPEL,MATT,L,26,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
ELIAS,PATRIK,L,26,9.0,19.0,3.0,3.0,3.0,1.0,4.0,4.0,0.0,5.0,6.0,1.0,2.0,4.0,1.0,14.0,3.0,8.0,7.0,1.0,10.0,12.0,3.0,4.0
VANEK,THOMAS,L,26,12.0,26.0,0.0,3.0,9.0,3.0,6.0,3.0,0.0,7.0,7.0,0.0,5.0,1.0,2.0,23.0,10.0,10.0,6.0,0.0,19.0,19.0,0.0,7.0
SMITH,BEN,R,26,95.0,73.0,53.0,33.0,9.0,33.0,23.0,37.0,2.0,57.0,61.0,32.0,2.0,40.0,26.0,7.0,19.0,25.0,29.0,0.0,47.0,49.0,24.0,0.0
WHEELER,BLAKE,R,26,10.0,18.0,0.0,6.0,4.0,2.0,4.0,3.0,1.0,6.0,9.0,1.0,0.0,3.0,5.0,10.0,5.0,8.0,5.0,0.0,12.0,16.0,2.0,0.0
ETEM,EMERSON,R,26,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PAKARINEN,IIRO,R,26,5.0,8.0,0.0,4.0,1.0,4.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,3.0,3.0,2.0,5.0,3.0,0.0,0.0,8.0,8.0,0.0,0.0
PURCELL,TEDDY,R,26,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JURCO,TOMAS,R,26,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GALCHENYUK,ALEX,C,27,359.0,390.0,57.0,119.0,183.0,132.0,114.0,112.0,1.0,302.0,316.0,1.0,42.0,77.0,155.0,158.0,160.0,99.0,130.0,1.0,321.0,345.0,1.0,44.0
LEE,ANDERS,C,27,1.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,0.0,0.0,5.0,5.0,0.0,0.0
LAZAR,CURTIS,C,27,168.0,216.0,47.0,82.0,39.0,60.0,58.0,48.0,2.0,148.0,151.0,5.0,12.0,65.0,85.0,66.0,72.0,77.0,66.0,1.0,188.0,191.0,11.0,14.0
BJUGSTAD,NICK,C,27,449.0,419.0,150.0,153.0,146.0,158.0,148.0,140.0,3.0,371.0,380.0,7.0,62.0,133.0,174.0,112.0,149.0,127.0,141.0,2.0,362.0,378.0,4.0,37.0
DALPE,ZAC,C,27,11.0,6.0,2.0,3.0,6.0,5.0,4.0,2.0,0.0,11.0,11.0,0.0,0.0,1.0,3.0,2.0,0.0,6.0,0.0,0.0,5.0,5.0,0.0,1.0
CLENDENING,ADAM,D,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARTINEZ,ALEC,D,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIETRANGELO,ALEX,D,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUTTON,BEN,D,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAMILTON,DOUGIE,D,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAULK,JUSTIN,D,27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
ALZNER,KARL,D,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
